year,Population,Adults,Children,Singles,Taken,Hunger Deaths,Old Age Deaths,Average Age,Average Hunger,Average Prowess,Average Selfishness,Average Reciprocity
223,67,37,30,17,50,147,140,21.134328358208954,24.979815751411046,29.87093051724567,52.91044776119403,47.08955223880597
224,71,38,33,19,52,147,141,20.450704225352112,25.39482514362559,33.14038612398004,51.732394366197184,48.267605633802816
225,72,41,31,19,53,147,141,21.166666666666668,26.074096809694556,29.356458745860998,51.611111111111114,48.388888888888886
226,73,42,31,21,52,147,141,21.876712328767123,27.875939007920696,27.137759622216283,51.397260273972606,48.602739726027394
227,74,44,30,20,54,148,141,21.87837837837838,29.647317296239475,26.474304325382146,51.648648648648646,48.351351351351354
228,75,47,28,22,53,148,141,22.586666666666666,30.984392836978234,24.802273829688428,52.04,47.96
229,74,47,27,22,52,148,142,23.43243243243243,31.353869451674125,24.428945679070964,51.7972972972973,48.2027027027027
230,75,49,26,22,53,148,142,24.12,32.52104344807857,23.945623218588082,52.21333333333333,47.78666666666667
231,76,51,25,22,54,148,143,24.644736842105264,34.0557748342292,22.15475148156028,52.6578947368421,47.3421052631579
232,72,53,19,23,49,148,147,26.0,32.43078875803908,22.041433464183147,54.361111111111114,45.638888888888886
233,73,52,21,21,52,148,149,25.493150684931507,32.876835071854195,21.82755969433991,56.38356164383562,43.61643835616438
234,72,51,21,22,50,150,151,24.569444444444443,30.760876927554836,24.398321114436882,55.208333333333336,44.791666666666664
235,74,50,24,22,52,150,152,24.31081081081081,32.60100229603333,22.16926797423695,54.189189189189186,45.810810810810814
236,75,50,25,24,51,150,152,24.986666666666668,33.79180736953049,19.781525963802846,53.666666666666664,46.333333333333336
237,72,48,24,26,46,151,155,25.22222222222222,31.56371946982635,22.62479438046793,54.0,46.0
238,70,47,23,26,44,151,159,24.785714285714285,28.30876841012333,24.546014428382573,52.97142857142857,47.02857142857143
239,72,46,26,25,47,152,159,24.305555555555557,28.351242689991807,25.07931286556375,53.861111111111114,46.138888888888886
240,71,46,25,24,47,153,160,23.985915492957748,27.65445661582626,23.34554338417374,54.478873239436616,45.521126760563384
241,74,47,27,24,50,153,160,24.013513513513512,29.141191535816493,22.84529495066999,55.067567567567565,44.932432432432435
242,74,46,28,24,50,154,160,24.283783783783782,29.74420272363941,20.94498646554978,54.58108108108108,45.41891891891892
243,75,45,30,22,53,156,161,23.0,31.106711766541896,22.974846429928384,54.10666666666667,45.89333333333333
244,76,46,30,22,54,157,161,23.0,31.91258157809397,21.126943139102817,54.51315789473684,45.48684210526316
245,77,44,33,21,56,157,163,22.571428571428573,33.05090025557707,19.52495128924786,55.09090909090909,44.90909090909091
246,75,43,32,21,54,157,165,23.08,31.83990978402763,17.253423549305708,55.64,44.36
247,72,42,30,19,53,158,167,23.26388888888889,33.098897961185365,16.734435372147964,56.263888888888886,43.736111111111114
248,71,40,31,20,51,159,168,23.098591549295776,34.70583500255422,16.885714293220435,55.70422535211268,44.29577464788732
249,73,41,32,20,53,159,169,22.986301369863014,34.32491850723097,18.798369164001908,56.0,44.0
